,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Deandre Ayton,C,21.0,PHO,23.0,18.0,33.0,8.4,15.6,0.539,0.0,0.1,0.0,8.4,15.5,0.542,0.539,2.0,2.4,0.804,4.0,8.0,12.0,2.2,0.7,1.6,1.9,3.1,18.7
23,Dwayne Bacon,SG,24.0,CHO,39.0,11.0,17.6,2.2,6.3,0.348,0.5,1.7,0.284,1.7,4.5,0.373,0.387,0.9,1.4,0.66,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7
24,Marvin Bagley,PF,20.0,SAC,13.0,6.0,25.7,6.0,12.8,0.467,0.3,1.7,0.182,5.7,11.2,0.51,0.479,1.9,2.4,0.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2
25,Lonzo Ball,PG,22.0,NOP,46.0,37.0,31.9,4.4,11.2,0.397,2.3,6.4,0.359,2.1,4.8,0.447,0.5,0.6,1.1,0.558,1.2,4.9,6.1,6.8,1.3,0.5,2.9,1.9,11.8
26,Mo Bamba,C,21.0,ORL,50.0,0.0,14.9,2.2,4.7,0.468,0.6,1.7,0.337,1.6,3.0,0.543,0.53,0.4,0.6,0.688,1.5,3.5,5.0,0.7,0.4,1.4,0.8,1.9,5.5
27,J.J. Barea,PG,35.0,DAL,17.0,4.0,15.5,3.4,7.5,0.453,1.4,2.9,0.46,2.1,4.6,0.449,0.543,0.8,0.8,1.0,0.5,1.5,2.0,3.7,0.2,0.1,1.2,0.7,9.0
28,Harrison Barnes,PF,27.0,SAC,54.0,54.0,34.6,5.0,11.1,0.452,1.3,3.6,0.362,3.7,7.5,0.495,0.511,3.1,3.9,0.802,1.0,3.9,4.9,2.2,0.6,0.1,1.2,1.2,14.5
29,RJ Barrett,SG,19.0,NYK,45.0,44.0,30.5,4.9,12.7,0.388,1.1,3.4,0.318,3.8,9.3,0.413,0.43,2.8,4.5,0.611,1.0,4.1,5.1,2.4,1.0,0.4,2.1,2.3,13.6
30,Will Barton,SF,29.0,DEN,48.0,48.0,33.3,5.8,12.9,0.447,1.8,4.8,0.382,3.9,8.1,0.485,0.517,1.8,2.4,0.761,1.5,5.0,6.5,3.7,1.1,0.5,1.4,2.0,15.1
31,Keita Bates-Diop,SF,24.0,TOT,39.0,0.0,17.1,2.3,5.3,0.428,0.8,2.4,0.33,1.5,2.9,0.509,0.502,1.3,1.8,0.71,0.5,2.3,2.9,0.8,0.4,0.5,0.4,1.0,6.6
32,Keita Bates-Diop,SF,24.0,MIN,37.0,0.0,17.5,2.4,5.6,0.422,0.8,2.5,0.33,1.5,3.0,0.5,0.498,1.2,1.8,0.708,0.6,2.4,3.0,0.8,0.5,0.5,0.4,1.0,6.8
33,Keita Bates-Diop,SF,24.0,DEN,2.0,0.0,9.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.5,2.0,0.75,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,3.5
34,Nicolas Batum,SF,31.0,CHO,22.0,3.0,23.0,1.3,3.7,0.346,0.6,2.2,0.286,0.6,1.5,0.438,0.432,0.4,0.5,0.9,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6
35,Aron Baynes,C,33.0,PHO,33.0,25.0,22.9,4.4,9.0,0.49,1.3,3.8,0.333,3.2,5.2,0.605,0.56,1.3,1.8,0.721,1.6,4.1,5.8,1.9,0.2,0.6,1.2,3.5,11.5
36,Kent Bazemore,SF-SG,30.0,TOT,54.0,21.0,24.7,2.7,7.6,0.353,1.2,3.7,0.328,1.4,3.8,0.377,0.434,1.5,1.9,0.777,0.4,3.6,4.0,1.3,1.0,0.6,1.3,2.8,8.0
37,Kent Bazemore,SF,30.0,POR,43.0,21.0,25.8,2.6,7.6,0.347,1.3,4.0,0.327,1.3,3.6,0.368,0.433,1.3,1.7,0.806,0.3,3.7,4.0,1.4,1.0,0.7,1.4,2.8,7.9
38,Kent Bazemore,SG,30.0,SAC,11.0,0.0,20.2,2.8,7.5,0.378,0.9,2.7,0.333,1.9,4.7,0.404,0.439,2.0,2.8,0.71,0.7,3.4,4.1,1.0,1.0,0.4,1.1,2.5,8.5
39,Darius Bazley,PF,19.0,OKC,53.0,8.0,17.2,1.7,4.3,0.383,0.6,1.9,0.3,1.1,2.5,0.446,0.448,0.6,0.9,0.681,0.4,3.3,3.7,0.5,0.4,0.7,0.8,0.8,4.5
40,Bradley Beal,SG,26.0,WAS,46.0,46.0,35.5,10.0,22.0,0.454,2.5,7.9,0.322,7.4,14.1,0.528,0.512,6.6,7.9,0.843,1.0,3.4,4.4,6.2,1.0,0.4,3.2,2.2,29.1
41,Malik Beasley,SG,23.0,TOT,44.0,3.0,19.2,3.2,8.1,0.395,1.6,4.4,0.371,1.6,3.7,0.423,0.496,0.8,1.0,0.86,0.3,1.9,2.2,1.3,0.8,0.1,1.0,1.3,8.9
42,Malik Beasley,SG,23.0,DEN,41.0,0.0,18.2,2.9,7.3,0.389,1.4,3.9,0.36,1.4,3.4,0.421,0.485,0.8,0.9,0.868,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9
43,Malik Beasley,SG,23.0,MIN,3.0,3.0,32.7,8.0,18.7,0.429,4.7,11.0,0.424,3.3,7.7,0.435,0.554,1.3,1.7,0.8,1.3,5.3,6.7,3.0,0.7,0.0,2.3,2.7,22.0
44,Marco Belinelli,SG,33.0,SAS,47.0,0.0,15.1,1.9,5.1,0.371,1.0,2.8,0.346,0.9,2.3,0.402,0.467,0.7,0.9,0.78,0.1,1.6,1.6,1.3,0.2,0.0,0.3,0.8,5.4
45,Jordan Bell,C,25.0,MIN,27.0,0.0,8.7,1.2,2.2,0.533,0.1,0.3,0.222,1.1,1.9,0.588,0.55,0.6,1.1,0.586,1.0,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1
46,DeAndre' Bembry,SG,25.0,ATL,43.0,4.0,21.3,2.4,5.3,0.456,0.3,1.5,0.231,2.1,3.8,0.546,0.489,0.6,1.1,0.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8
47,Dragan Bender,SF,22.0,MIL,7.0,0.0,13.0,1.4,3.0,0.476,0.6,1.3,0.444,0.9,1.7,0.5,0.571,0.3,0.4,0.667,0.0,2.9,2.9,1.3,0.0,0.7,0.7,2.3,3.7
48,Davis Bertans,PF,27.0,WAS,44.0,4.0,29.3,4.8,11.1,0.436,3.5,8.4,0.424,1.3,2.7,0.475,0.596,1.8,2.0,0.867,0.7,3.9,4.6,1.8,0.7,0.7,1.0,2.5,15.0
50,Patrick Beverley,PG,31.0,LAC,40.0,40.0,28.0,3.1,7.3,0.43,1.6,4.4,0.364,1.5,2.9,0.53,0.54,0.6,1.0,0.632,1.3,4.5,5.8,4.0,1.2,0.6,1.4,3.2,8.5
51,Khem Birch,C,27.0,ORL,38.0,24.0,20.3,1.5,3.0,0.496,0.0,0.0,0.0,1.5,2.9,0.5,0.496,1.1,1.8,0.612,1.8,2.9,4.7,0.9,0.4,0.6,0.6,1.9,4.0
52,Goga Bitadze,C,20.0,IND,42.0,2.0,8.6,1.2,2.6,0.481,0.1,0.6,0.16,1.1,2.0,0.578,0.5,0.5,0.7,0.69,0.5,1.5,2.1,0.5,0.1,0.6,0.5,1.2,3.0
53,Bismack Biyombo,C,27.0,CHO,45.0,26.0,19.2,2.9,5.3,0.542,0.0,0.0,0.0,2.9,5.3,0.542,0.542,1.7,2.8,0.614,2.4,3.5,5.8,0.9,0.2,0.8,0.9,2.2,7.5
54,Nemanja Bjelica,PF,31.0,SAC,54.0,51.0,28.4,4.6,9.6,0.485,2.1,4.6,0.449,2.6,5.0,0.517,0.592,1.0,1.1,0.852,1.7,4.7,6.4,2.8,0.9,0.6,1.5,3.1,12.3
55,Eric Bledsoe,PG,30.0,MIL,46.0,46.0,27.1,5.8,12.0,0.48,1.2,3.6,0.339,4.5,8.4,0.54,0.531,2.9,3.5,0.828,0.8,4.0,4.8,5.3,0.9,0.5,2.4,2.2,15.7
56,Bogdan Bogdanovic,SG,27.0,SAC,43.0,10.0,28.2,5.2,12.2,0.429,2.6,7.1,0.366,2.6,5.1,0.518,0.536,1.3,1.9,0.699,0.3,2.8,3.2,3.1,0.9,0.3,1.8,2.1,14.4
57,Bojan Bogdanovic,SF,30.0,UTA,53.0,53.0,33.3,6.9,15.2,0.454,3.2,7.5,0.425,3.7,7.7,0.483,0.559,3.9,4.4,0.897,0.6,3.5,4.1,2.1,0.6,0.1,2.5,1.8,21.0
58,Jonah Bolden,PF,24.0,TOT,5.0,0.0,8.0,0.8,1.8,0.444,0.0,0.4,0.0,0.8,1.4,0.571,0.444,0.4,0.8,0.5,0.6,1.0,1.6,0.0,0.4,0.4,0.4,1.6,2.0
59,Jonah Bolden,PF,24.0,PHI,4.0,0.0,3.5,0.5,0.8,0.667,0.0,0.3,0.0,0.5,0.5,1.0,0.667,0.0,0.5,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.5,1.0,1.0
60,Jonah Bolden,PF,24.0,PHO,1.0,0.0,26.0,2.0,6.0,0.333,0.0,1.0,0.0,2.0,5.0,0.4,0.333,2.0,2.0,1.0,3.0,4.0,7.0,0.0,1.0,2.0,0.0,4.0,6.0
61,Marques Bolden,C,21.0,CLE,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
62,Jordan Bone,PG,22.0,DET,9.0,0.0,5.3,0.3,1.9,0.176,0.0,0.9,0.0,0.3,1.0,0.333,0.176,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.1,0.0,0.2,0.7,0.7
63,Isaac Bonga,SF,20.0,WAS,48.0,33.0,17.7,1.8,3.3,0.535,0.4,0.9,0.419,1.4,2.4,0.579,0.592,0.9,1.2,0.789,1.1,2.2,3.3,1.1,0.7,0.4,0.7,2.4,4.8
64,Devin Booker,SG,23.0,PHO,52.0,52.0,35.9,8.9,17.9,0.496,1.9,5.4,0.358,7.0,12.5,0.556,0.55,6.7,7.3,0.92,0.5,3.7,4.2,6.3,0.8,0.3,3.9,3.0,26.4
65,Chris Boucher,PF,27.0,TOR,47.0,0.0,12.9,2.2,4.7,0.462,0.5,1.7,0.272,1.7,3.0,0.57,0.511,1.5,1.9,0.775,1.7,2.6,4.3,0.4,0.4,0.9,0.4,1.9,6.3
66,Brian Bowen,SG,21.0,IND,3.0,0.0,3.3,0.3,1.3,0.25,0.0,0.3,0.0,0.3,1.0,0.333,0.25,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.7
67,Ky Bowman,PG,22.0,GSW,40.0,12.0,21.9,2.8,6.9,0.4,0.8,2.4,0.326,2.0,4.5,0.439,0.456,0.7,0.9,0.829,0.5,2.0,2.5,3.0,0.9,0.2,1.4,2.2,7.0
68,Avery Bradley,SG,29.0,LAL,39.0,34.0,23.4,3.5,7.6,0.459,1.1,3.1,0.37,2.4,4.5,0.52,0.534,0.4,0.5,0.8,0.4,1.8,2.2,1.2,0.8,0.1,0.9,2.3,8.5
69,Tony Bradley,C,22.0,UTA,41.0,2.0,10.2,2.0,3.0,0.65,0.0,0.0,0.0,2.0,3.0,0.65,0.65,0.5,0.8,0.618,1.7,2.5,4.3,0.3,0.2,0.4,0.5,2.0,4.4
70,Jarrell Brantley,PF,23.0,UTA,3.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.3,0.0,0.7,0.3,0.3,0.0
71,Ignas Brazdeikis,SF,21.0,NYK,9.0,0.0,5.9,0.7,2.4,0.273,0.1,1.0,0.111,0.6,1.4,0.385,0.295,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9
73,Mikal Bridges,SF,23.0,PHO,55.0,14.0,25.7,3.0,5.9,0.506,0.7,2.2,0.345,2.3,3.8,0.599,0.569,1.3,1.6,0.82,0.9,3.1,3.9,1.6,1.5,0.6,1.0,2.2,8.1
74,Miles Bridges,SF,21.0,CHO,54.0,53.0,30.7,5.0,11.3,0.441,1.6,4.6,0.341,3.4,6.7,0.508,0.51,1.5,1.9,0.796,1.4,4.1,5.5,1.7,0.6,0.7,1.5,2.1,13.0
75,Oshae Brissett,SF,21.0,TOR,17.0,0.0,7.5,0.7,2.0,0.353,0.2,0.9,0.2,0.5,1.1,0.474,0.397,0.4,0.5,0.75,0.5,0.8,1.4,0.3,0.2,0.1,0.4,1.1,1.9
76,Ryan Broekhoff,SG,29.0,DAL,17.0,1.0,10.6,1.3,3.5,0.373,1.2,3.0,0.392,0.1,0.5,0.25,0.542,0.4,0.5,0.875,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2
77,Malcolm Brogdon,PG,27.0,IND,41.0,41.0,30.8,6.1,13.9,0.438,1.4,4.2,0.324,4.7,9.6,0.489,0.488,3.1,3.4,0.906,0.8,3.9,4.7,7.3,0.7,0.2,2.5,1.9,16.6
78,Dillon Brooks,SG,24.0,MEM,54.0,54.0,28.3,5.7,13.8,0.413,2.1,5.3,0.385,3.6,8.5,0.43,0.487,2.2,2.7,0.834,1.0,2.4,3.4,2.0,0.9,0.4,1.6,3.7,15.7
79,Bruce Brown,SG,23.0,DET,54.0,42.0,27.9,3.3,7.5,0.44,0.6,1.6,0.337,2.8,5.9,0.469,0.477,1.6,2.1,0.73,1.0,3.5,4.5,3.9,1.1,0.5,1.8,2.8,8.7
80,Charlie Brown,SG,22.0,ATL,10.0,0.0,4.0,0.6,1.9,0.316,0.3,0.9,0.333,0.3,1.0,0.3,0.395,0.5,0.5,1.0,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0
81,Jaylen Brown,SF,23.0,BOS,44.0,44.0,33.6,7.5,15.0,0.495,2.1,5.4,0.381,5.4,9.6,0.56,0.564,3.2,4.3,0.743,1.1,5.3,6.4,2.2,1.1,0.3,2.4,3.0,20.2
82,Moses Brown,C,20.0,POR,9.0,0.0,3.7,0.4,1.1,0.4,0.0,0.0,0.0,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
83,Sterling Brown,SF,24.0,MIL,37.0,0.0,15.0,1.9,4.9,0.387,0.8,2.5,0.337,1.1,2.4,0.438,0.472,0.7,0.9,0.788,0.7,3.3,4.0,1.0,0.6,0.1,0.8,1.1,5.3
84,Troy Brown,SG,20.0,WAS,50.0,14.0,25.8,4.0,8.6,0.458,0.8,2.4,0.333,3.2,6.2,0.506,0.505,1.5,2.0,0.758,1.1,4.5,5.6,2.3,1.3,0.1,1.0,1.9,10.2
85,Jalen Brunson,PG,23.0,DAL,55.0,15.0,18.2,3.2,6.9,0.466,0.8,2.2,0.361,2.5,4.8,0.513,0.522,1.1,1.3,0.824,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.4
86,Thomas Bryant,C,22.0,WAS,29.0,23.0,25.4,5.2,8.9,0.588,0.5,1.5,0.341,4.7,7.3,0.638,0.617,1.9,2.6,0.747,2.0,5.4,7.4,2.2,0.3,0.9,1.4,2.3,12.9
87,Reggie Bullock,SG,28.0,NYK,21.0,18.0,26.0,3.8,9.5,0.4,1.6,4.8,0.33,2.2,4.8,0.47,0.483,0.6,0.7,0.867,0.6,1.9,2.5,1.5,1.1,0.0,0.6,2.3,9.8
88,Trey Burke,PG,27.0,PHI,25.0,0.0,13.2,2.4,5.1,0.465,0.6,1.5,0.421,1.7,3.6,0.483,0.528,0.5,0.7,0.722,0.6,0.8,1.4,2.1,0.3,0.0,0.5,0.8,5.9
89,Alec Burks,SG,28.0,TOT,49.0,18.0,28.7,5.0,12.3,0.405,1.7,4.6,0.372,3.3,7.7,0.425,0.474,4.1,4.6,0.897,0.8,3.9,4.6,3.1,1.0,0.3,1.6,2.2,15.8
90,Alec Burks,SG,28.0,GSW,48.0,18.0,29.0,5.1,12.5,0.406,1.8,4.7,0.375,3.3,7.9,0.424,0.476,4.2,4.7,0.897,0.8,3.9,4.7,3.1,1.0,0.4,1.6,2.2,16.1
91,Alec Burks,SG,28.0,PHI,1.0,0.0,14.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
92,Deonte Burton,SG,26.0,OKC,30.0,0.0,8.5,1.1,3.1,0.366,0.2,1.3,0.179,0.9,1.8,0.5,0.403,0.2,0.4,0.5,0.2,1.1,1.3,0.3,0.1,0.3,0.3,0.9,2.7
93,Jimmy Butler,SF,30.0,MIA,46.0,46.0,34.4,6.2,13.5,0.457,0.6,2.5,0.248,5.6,11.1,0.503,0.479,7.7,9.2,0.836,1.8,5.0,6.8,6.1,1.8,0.5,2.3,1.4,20.6
94,Bruno Caboclo,SF,24.0,MEM,22.0,0.0,8.7,1.3,3.1,0.406,0.2,1.1,0.16,1.1,2.0,0.545,0.435,0.1,0.1,0.667,0.8,1.2,2.0,0.5,0.5,0.5,0.3,1.0,2.8
96,Kentavious Caldwell-Pope,SG,26.0,LAL,53.0,20.0,25.3,3.4,7.2,0.47,1.4,3.5,0.415,2.0,3.8,0.52,0.569,1.3,1.6,0.819,0.6,1.5,2.1,1.7,0.8,0.2,0.8,1.8,9.5
97,Vlatko Cancar,SF,22.0,DEN,11.0,0.0,3.5,0.5,1.0,0.455,0.1,0.5,0.2,0.4,0.5,0.667,0.5,0.4,0.4,1.0,0.3,0.5,0.7,0.3,0.1,0.1,0.3,0.5,1.4
98,Clint Capela,C,25.0,HOU,39.0,39.0,32.8,6.3,9.9,0.629,0.0,0.0,0.0,6.3,9.9,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9
99,DeMarre Carroll,SF,33.0,SAS,15.0,0.0,9.0,0.6,1.9,0.31,0.2,0.9,0.231,0.4,1.1,0.375,0.362,0.8,1.3,0.6,0.5,1.6,2.1,0.7,0.1,0.1,0.7,1.3,2.2
100,Jevon Carter,PG,24.0,PHO,40.0,2.0,14.5,1.6,3.8,0.408,0.9,2.1,0.422,0.7,1.7,0.391,0.523,0.3,0.4,0.813,0.5,1.4,1.9,1.4,0.8,0.3,0.7,1.4,4.3
101,Vince Carter,SF,43.0,ATL,49.0,0.0,15.3,1.9,5.3,0.354,1.0,3.6,0.293,0.8,1.8,0.477,0.452,0.5,0.6,0.793,0.3,1.9,2.2,0.9,0.4,0.5,0.6,1.6,5.3
102,Wendell Carter,C,20.0,CHI,37.0,37.0,30.0,4.5,8.4,0.537,0.2,0.8,0.214,4.3,7.6,0.569,0.547,2.6,3.5,0.736,3.5,6.4,9.9,1.2,0.8,0.9,1.7,3.8,11.7
103,Michael Carter-Williams,SG,28.0,ORL,32.0,0.0,17.7,2.3,5.5,0.412,0.4,1.4,0.261,1.9,4.1,0.466,0.446,1.5,1.9,0.774,0.9,2.2,3.2,2.7,1.1,0.5,1.1,1.7,6.4
104,Alex Caruso,PG,25.0,LAL,50.0,0.0,18.2,1.9,4.5,0.42,0.7,1.9,0.362,1.2,2.6,0.462,0.496,1.0,1.3,0.785,0.2,1.7,1.9,1.7,1.0,0.3,0.8,1.6,5.5
105,Willie Cauley-Stein,C,26.0,TOT,50.0,39.0,21.0,3.3,5.8,0.574,0.0,0.0,0.0,3.3,5.8,0.576,0.574,0.8,1.3,0.619,1.6,4.3,5.9,1.3,1.0,1.2,0.8,2.4,7.5
106,Willie Cauley-Stein,C,26.0,GSW,41.0,37.0,22.9,3.5,6.3,0.56,0.0,0.0,0.0,3.5,6.3,0.56,0.56,0.9,1.4,0.614,1.7,4.5,6.2,1.5,1.1,1.2,0.9,2.5,7.9
107,Willie Cauley-Stein,C,26.0,DAL,9.0,2.0,12.3,2.6,3.8,0.676,0.0,0.1,0.0,2.6,3.7,0.697,0.676,0.4,0.7,0.667,1.0,3.6,4.6,0.8,0.4,0.9,0.4,1.8,5.6
108,Tyson Chandler,C,37.0,HOU,26.0,5.0,8.4,0.5,0.7,0.778,0.0,0.0,0.0,0.5,0.7,0.778,0.778,0.2,0.5,0.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3
109,Wilson Chandler,SF,32.0,BRK,25.0,0.0,20.7,2.3,5.3,0.429,1.0,3.3,0.301,1.3,2.0,0.64,0.523,0.7,0.8,0.895,0.3,4.0,4.4,1.2,0.6,0.3,1.1,2.2,6.2
110,Zylan Cheatham,SF,24.0,NOP,3.0,0.0,10.3,0.7,1.7,0.4,0.0,0.3,0.0,0.7,1.3,0.5,0.4,0.0,0.0,0.0,0.3,1.7,2.0,0.7,0.0,0.3,1.0,1.7,1.3
111,Chris Chiozza,PG,24.0,TOT,14.0,0.0,10.4,0.9,3.1,0.302,0.6,1.5,0.381,0.4,1.6,0.227,0.395,0.0,0.0,0.0,0.0,1.3,1.3,2.4,0.9,0.1,0.7,0.9,2.4
112,Chris Chiozza,PG,24.0,WAS,10.0,0.0,12.3,1.0,3.4,0.294,0.7,1.6,0.438,0.3,1.8,0.167,0.397,0.0,0.0,0.0,0.0,1.5,1.5,2.8,1.0,0.2,0.9,1.2,2.7
113,Chris Chiozza,PG,24.0,BRK,4.0,0.0,5.8,0.8,2.3,0.333,0.3,1.3,0.2,0.5,1.0,0.5,0.389,0.0,0.0,0.0,0.0,0.8,0.8,1.5,0.5,0.0,0.3,0.0,1.8
114,Marquese Chriss,PF,22.0,GSW,50.0,12.0,19.2,3.3,6.2,0.536,0.2,0.7,0.229,3.1,5.5,0.575,0.549,1.9,2.5,0.756,1.9,3.8,5.7,1.7,0.6,1.1,1.3,2.0,8.7
115,Gary Clark,PF,25.0,TOT,30.0,0.0,12.3,1.2,3.1,0.387,0.9,2.7,0.338,0.3,0.4,0.692,0.532,0.3,0.3,0.889,0.8,1.7,2.5,0.4,0.1,0.4,0.1,0.9,3.6
116,Gary Clark,PF,25.0,HOU,18.0,0.0,11.8,1.3,3.3,0.39,1.0,2.8,0.353,0.3,0.4,0.625,0.542,0.3,0.4,0.857,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9
