b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Nov 1, 1991",/boxscores/199111010BOS.html,Charlotte Hornets,108,Boston Celtics,111,Box Score,,"14,890",
"Fri, Nov 1, 1991",/boxscores/199111010CHI.html,Philadelphia 76ers,90,Chicago Bulls,110,Box Score,,"18,676",
"Fri, Nov 1, 1991",/boxscores/199111010DEN.html,Golden State Warriors,108,Denver Nuggets,105,Box Score,,"11,713",
"Fri, Nov 1, 1991",/boxscores/199111010DET.html,Milwaukee Bucks,109,Detroit Pistons,99,Box Score,,"21,454",
"Fri, Nov 1, 1991",/boxscores/199111010HOU.html,Los Angeles Lakers,121,Houston Rockets,126,Box Score,2OT,"16,611",
"Fri, Nov 1, 1991",/boxscores/199111010IND.html,Washington Bullets,109,Indiana Pacers,103,Box Score,,"13,407",
"Fri, Nov 1, 1991",/boxscores/199111010MIN.html,Utah Jazz,112,Minnesota Timberwolves,97,Box Score,,"19,006",
"Fri, Nov 1, 1991",/boxscores/199111010ORL.html,New York Knicks,96,Orlando Magic,106,Box Score,,"15,151",
"Fri, Nov 1, 1991",/boxscores/199111010POR.html,Cleveland Cavaliers,106,Portland Trail Blazers,117,Box Score,,"12,888",
"Fri, Nov 1, 1991",/boxscores/199111010SAC.html,Los Angeles Clippers,90,Sacramento Kings,94,Box Score,,"17,014",
"Fri, Nov 1, 1991",/boxscores/199111010SAS.html,Dallas Mavericks,99,San Antonio Spurs,140,Box Score,,"16,057",
"Fri, Nov 1, 1991",/boxscores/199111010SEA.html,Phoenix Suns,99,Seattle SuperSonics,95,Box Score,,"12,863",
"Sat, Nov 2, 1991",/boxscores/199111020ATL.html,Detroit Pistons,89,Atlanta Hawks,87,Box Score,,"16,435",
"Sat, Nov 2, 1991",/boxscores/199111020CHH.html,New Jersey Nets,116,Charlotte Hornets,108,Box Score,,"23,698",
"Sat, Nov 2, 1991",/boxscores/199111020DAL.html,Los Angeles Lakers,114,Dallas Mavericks,113,Box Score,OT,"17,502",
"Sat, Nov 2, 1991",/boxscores/199111020DEN.html,Houston Rockets,101,Denver Nuggets,109,Box Score,OT,"7,692",
"Sat, Nov 2, 1991",/boxscores/199111020GSW.html,Sacramento Kings,91,Golden State Warriors,153,Box Score,,"15,025",
"Sat, Nov 2, 1991",/boxscores/199111020IND.html,Utah Jazz,112,Indiana Pacers,127,Box Score,,"12,842",
"Sat, Nov 2, 1991",/boxscores/199111020LAC.html,Cleveland Cavaliers,105,Los Angeles Clippers,106,Box Score,,"10,533",
"Sat, Nov 2, 1991",/boxscores/199111020MIA.html,New York Knicks,93,Miami Heat,107,Box Score,,"15,008",
