,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Zaid Abdul-Aziz,PF-C,31.0,TOT,16.0,158.0,11.4,0.449,0.0,0.383,12.4,20.9,16.6,8.5,0.9,1.0,16.6,21.1,0.0,0.0,0.1,0.1,0.033,-3.6,-0.7,-4.3,-0.1
1,Zaid Abdul-Aziz,C,31.0,BOS,2.0,24.0,11.5,0.279,0.0,0.231,26.0,37.3,31.8,16.5,1.9,2.1,17.3,28.0,0.0,-0.1,0.1,0.0,-0.062,-5.2,1.4,-3.7,0.0
2,Zaid Abdul-Aziz,PF,31.0,HOU,14.0,134.0,11.4,0.493,0.0,0.426,10.0,17.9,13.8,7.0,0.7,0.8,16.5,19.9,0.0,0.1,0.0,0.1,0.05,-3.4,-1.1,-4.4,-0.1
3,Kareem Abdul-Jabbar*,C,30.0,LAL,62.0,2265.0,29.2,0.589,0.0,0.29,8.7,26.8,18.1,18.3,2.1,4.1,13.3,27.0,0.0,7.7,4.4,12.1,0.257,5.5,3.5,9.0,6.3
4,Tom Abernethy,SF,23.0,LAL,73.0,1317.0,15.6,0.544,0.0,0.275,8.5,12.0,10.3,9.7,1.9,0.8,9.9,14.9,0.0,2.9,1.3,4.1,0.15,1.3,0.2,1.5,1.2
5,Alvan Adams,C,23.0,PHO,70.0,1914.0,17.7,0.528,0.0,0.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,0.0,1.5,3.4,4.9,0.123,1.0,0.9,1.8,1.9
6,Lucius Allen,PG,30.0,KCK,77.0,2147.0,13.3,0.488,0.0,0.26,3.1,7.8,5.5,22.8,1.9,0.7,18.7,20.6,0.0,0.7,1.4,2.1,0.046,-1.0,-0.6,-1.5,0.2
7,Jim Ard,C,29.0,TOT,15.0,125.0,3.2,0.495,0.0,0.294,7.8,23.2,15.6,8.1,0.0,0.0,42.2,10.7,0.0,-0.2,0.1,-0.1,-0.041,-6.5,-0.3,-6.8,-0.2
8,Jim Ard,C,29.0,BOS,1.0,9.0,9.4,0.266,0.0,2.0,11.6,33.1,22.6,12.6,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.081,-4.1,0.4,-3.7,0.0
9,Jim Ard,C,29.0,CHI,14.0,116.0,2.7,0.52,0.0,0.188,7.5,22.4,15.0,7.8,0.0,0.0,44.7,10.9,0.0,-0.2,0.1,-0.1,-0.05,-6.7,-0.4,-7.1,-0.1
10,Tate Armstrong,SG,22.0,CHI,66.0,716.0,11.1,0.487,0.0,0.096,3.7,6.7,5.2,15.7,1.5,0.0,16.6,19.7,0.0,0.1,0.3,0.4,0.027,-2.7,-2.2,-4.9,-0.5
11,Bird Averitt,SG,25.0,TOT,55.0,1085.0,10.3,0.454,0.0,0.291,1.6,6.4,3.9,26.3,1.6,0.4,20.8,24.6,0.0,-1.2,0.5,-0.7,-0.03,-3.6,-2.5,-6.1,-1.1
12,Bird Averitt,SG,25.0,NJN,21.0,409.0,8.2,0.419,0.0,0.239,1.6,6.5,3.9,23.0,1.8,0.1,20.9,23.7,0.0,-0.8,0.3,-0.5,-0.059,-4.4,-2.5,-6.9,-0.5
13,Bird Averitt,SG,25.0,BUF,34.0,676.0,11.5,0.476,0.0,0.324,1.6,6.3,4.0,28.2,1.5,0.6,20.6,25.2,0.0,-0.4,0.2,-0.2,-0.013,-3.2,-2.5,-5.7,-0.6
14,Dennis Awtrey,C,29.0,PHO,81.0,1623.0,6.1,0.47,0.0,0.413,6.0,13.2,9.6,11.5,0.5,0.8,28.9,10.1,0.0,-0.6,1.6,1.0,0.03,-2.9,0.0,-2.8,-0.3
15,Gus Bailey,SG,26.0,NOJ,48.0,449.0,11.8,0.46,0.0,0.482,9.6,8.0,8.8,11.6,1.8,1.7,16.4,17.0,0.0,0.1,0.4,0.5,0.059,-1.7,0.1,-1.6,0.0
16,Greg Ballard,SF,23.0,WSB,76.0,936.0,14.1,0.484,0.0,0.341,10.7,17.5,14.1,8.8,1.4,0.7,14.3,18.0,0.0,1.0,1.1,2.0,0.104,-0.8,-0.3,-1.1,0.2
17,Mike Bantom,SF,26.0,IND,82.0,2775.0,14.8,0.525,0.0,0.327,6.3,15.3,10.7,12.2,1.6,0.9,15.4,19.2,0.0,3.3,2.6,5.9,0.102,0.2,0.6,0.8,2.0
18,Marvin Barnes,PF,25.0,TOT,60.0,1646.0,13.9,0.463,0.0,0.275,8.8,19.6,14.2,11.8,1.8,2.6,15.5,21.1,0.0,0.1,1.9,2.0,0.06,-2.1,1.8,-0.2,0.7
19,Marvin Barnes,PF,25.0,DET,12.0,269.0,13.0,0.459,0.0,0.246,11.1,24.2,17.8,10.1,1.2,2.1,18.2,22.7,0.0,-0.1,0.3,0.2,0.038,-3.0,0.1,-2.9,-0.1
20,Marvin Barnes,PF,25.0,BUF,48.0,1377.0,14.1,0.464,0.0,0.282,8.4,18.7,13.6,12.2,1.9,2.7,14.9,20.8,0.0,0.3,1.6,1.8,0.064,-1.9,2.2,0.3,0.8
21,Rick Barry*,SF,33.0,GSW,82.0,3024.0,20.9,0.509,0.0,0.243,2.5,12.8,7.5,22.6,2.4,0.8,10.7,27.1,0.0,5.9,3.8,9.7,0.154,3.1,0.0,3.1,3.9
22,Tim Bassett,PF,26.0,NJN,65.0,1474.0,8.6,0.408,0.0,0.253,8.9,18.1,13.3,5.4,1.8,1.2,15.8,12.7,0.0,-0.7,1.8,1.1,0.036,-3.3,1.3,-2.0,0.0
23,Butch Beard,PG,30.0,NYK,79.0,1979.0,14.6,0.544,0.0,0.261,4.0,9.6,6.9,21.5,2.6,0.1,18.4,16.0,0.0,2.8,1.6,4.4,0.107,0.4,0.2,0.6,1.3
24,Ron Behagen,PF,27.0,TOT,80.0,1735.0,14.2,0.477,0.0,0.307,11.3,18.9,15.0,8.7,1.6,1.0,16.0,24.1,0.0,0.4,2.0,2.4,0.066,-1.6,-0.9,-2.4,-0.2
25,Ron Behagen,PF,27.0,ATL,26.0,571.0,15.9,0.509,0.0,0.281,9.8,23.7,16.5,9.4,2.4,1.2,17.2,23.8,0.0,0.3,1.0,1.2,0.103,-0.9,0.3,-0.6,0.2
26,Ron Behagen,PF,27.0,HOU,3.0,33.0,11.6,0.612,0.0,0.091,6.3,16.5,11.2,8.9,0.0,0.0,20.8,17.4,0.0,0.0,0.0,0.0,0.045,-2.5,-1.7,-4.2,0.0
27,Ron Behagen,PF,27.0,IND,51.0,1131.0,13.5,0.46,0.0,0.324,12.3,16.5,14.3,8.4,1.3,0.9,15.4,24.4,0.0,0.1,1.0,1.1,0.048,-1.9,-1.4,-3.3,-0.4
28,Mel Bennett,PF,23.0,IND,31.0,285.0,7.6,0.367,0.0,0.556,16.3,15.4,15.9,9.6,1.7,1.3,22.9,17.2,0.0,-0.4,0.3,-0.1,-0.014,-4.1,0.4,-3.7,-0.1
29,Kent Benson,C,23.0,MIL,69.0,1288.0,13.2,0.497,0.0,0.298,7.2,17.2,12.1,9.8,2.4,2.2,18.2,19.3,0.0,0.2,1.5,1.7,0.064,-2.2,1.3,-1.0,0.3
30,Henry Bibby,PG,28.0,PHI,82.0,2518.0,11.7,0.492,0.0,0.332,2.6,7.3,5.0,23.0,1.6,0.1,16.8,13.6,0.0,2.9,1.7,4.7,0.089,0.0,-1.0,-1.1,0.6
32,Bob Bigelow,SF,24.0,TOT,5.0,24.0,6.7,0.308,0.0,0.0,12.8,25.2,19.1,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,-0.027,-8.2,-8.9,-17.1,-0.1
33,Bob Bigelow,SF,24.0,KCK,1.0,7.0,21.4,1.0,0.0,0.0,29.1,44.0,36.5,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.318,1.9,-7.7,-5.8,0.0
34,Bob Bigelow,SF,24.0,BOS,4.0,17.0,0.6,0.25,0.0,0.0,6.1,17.5,12.0,0.0,0.0,0.0,0.0,27.3,0.0,-0.1,0.0,-0.1,-0.169,-12.3,-9.4,-21.7,-0.1
35,Dave Bing*,PG,34.0,BOS,80.0,2256.0,13.4,0.508,0.0,0.315,3.5,6.0,4.8,19.2,1.6,0.4,16.8,22.1,0.0,2.0,1.6,3.6,0.076,-0.3,-1.4,-1.7,0.2
36,Otis Birdsong,SG,22.0,KCK,73.0,1878.0,17.1,0.53,0.0,0.325,3.8,5.7,4.8,14.1,1.7,0.3,11.7,25.1,0.0,3.3,0.9,4.2,0.108,1.2,-2.2,-0.9,0.5
37,Tom Boerwinkle,C,32.0,CHI,22.0,227.0,10.3,0.503,0.0,0.26,6.7,21.5,14.2,26.1,0.6,1.0,31.8,14.5,0.0,0.0,0.2,0.2,0.035,-3.5,0.5,-3.0,-0.1
38,Phil Bond,SG,23.0,HOU,7.0,21.0,5.3,0.333,0.0,0.0,4.9,15.6,10.1,11.9,2.3,0.0,25.0,15.2,0.0,-0.1,0.0,0.0,-0.092,-7.7,1.2,-6.4,0.0
39,Ron Boone,SG,31.0,KCK,82.0,2653.0,14.0,0.504,0.0,0.297,4.3,6.1,5.2,16.8,1.8,0.2,17.4,25.0,0.0,1.3,1.3,2.6,0.047,-0.3,-1.3,-1.6,0.2
