,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Alex Acker,SG,26.0,TOT,25.0,199.0,10.4,0.448,0.263,0.132,4.5,9.6,7.0,10.2,1.3,1.5,8.0,20.1,0.0,-0.1,0.1,0.0,-0.011,-3.6,-2.4,-6.0,-0.2
1,Alex Acker,SG,26.0,DET,7.0,20.0,16.0,0.379,0.364,0.182,0.0,12.0,5.9,9.1,5.5,3.9,0.0,28.3,0.0,0.0,0.0,0.0,0.009,-3.2,1.0,-2.3,0.0
2,Alex Acker,SG,26.0,LAC,18.0,179.0,9.8,0.46,0.246,0.123,5.0,9.3,7.1,10.3,0.9,1.2,9.3,19.2,0.0,-0.1,0.0,0.0,-0.013,-3.6,-2.8,-6.4,-0.2
3,Hassan Adams,SG,24.0,TOR,12.0,52.0,0.4,0.352,0.0,0.462,2.3,13.4,7.9,2.8,1.0,1.5,20.4,17.4,0.0,-0.2,0.0,-0.2,-0.144,-10.6,-1.3,-12.0,-0.1
4,Arron Afflalo,SG,23.0,DET,74.0,1234.0,8.9,0.548,0.357,0.237,2.8,10.1,6.4,5.5,1.3,0.8,11.5,14.5,0.0,0.8,1.0,1.8,0.069,-1.7,-0.7,-2.4,-0.1
5,Maurice Ager,SG,24.0,NJN,20.0,97.0,2.2,0.365,0.14,0.186,3.6,8.7,6.1,5.3,0.6,1.7,7.9,24.4,0.0,-0.3,0.0,-0.3,-0.133,-8.5,-4.3,-12.8,-0.3
6,Blake Ahearn,PG,24.0,SAS,3.0,19.0,12.9,0.581,0.667,0.333,0.0,6.2,3.1,16.0,2.9,0.0,12.7,20.1,0.0,0.0,0.0,0.1,0.149,0.6,-1.8,-1.1,0.0
7,Alexis Ajinca,PF,20.0,CHA,31.0,182.0,7.0,0.43,0.029,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,0.0,-0.3,0.3,-0.1,-0.018,-8.1,-1.2,-9.3,-0.3
8,LaMarcus Aldridge,PF,23.0,POR,81.0,3004.0,19.1,0.529,0.023,0.269,9.5,15.6,12.5,9.3,1.4,2.0,8.0,23.7,0.0,6.1,3.3,9.5,0.151,1.2,0.7,1.9,3.0
9,Joe Alexander,SF,22.0,MIL,59.0,716.0,10.1,0.494,0.188,0.339,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,0.0,-0.3,0.7,0.4,0.03,-3.4,0.2,-3.3,-0.2
