,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Mahmoud Abdul-Rauf,PG,28.0,SAC,31.0,0.0,530.0,7.0,18.5,0.377,0.3,2.1,0.161,6.7,16.4,0.405,1.1,1.1,1.0,0.4,2.1,2.5,3.9,1.1,0.1,1.3,2.1,15.4
1,Tariq Abdul-Wahad,SG,23.0,SAC,59.0,16.0,959.0,5.4,13.4,0.403,0.2,0.7,0.211,5.3,12.7,0.414,3.2,4.7,0.672,1.7,2.7,4.4,1.9,1.3,0.5,2.4,3.0,14.1
2,Shareef Abdur-Rahim,SF,21.0,VAN,82.0,82.0,2950.0,8.0,16.4,0.485,0.3,0.6,0.412,7.7,15.8,0.488,6.1,7.8,0.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3
3,Cory Alexander,PG,24.0,TOT,60.0,22.0,1298.0,4.7,11.1,0.428,1.8,4.9,0.375,2.9,6.2,0.469,2.2,2.8,0.784,0.5,3.6,4.0,5.8,1.9,0.3,3.1,2.7,13.5
4,Cory Alexander,PG,24.0,SAS,37.0,3.0,501.0,4.3,10.4,0.414,1.4,4.6,0.313,2.9,5.8,0.494,1.8,2.7,0.676,0.5,2.9,3.4,5.1,1.8,0.4,3.4,3.8,11.9
5,Cory Alexander,PG,24.0,DEN,23.0,19.0,797.0,5.0,11.5,0.435,2.1,5.1,0.411,2.9,6.5,0.455,2.5,2.9,0.846,0.5,4.0,4.5,6.2,2.0,0.3,2.9,2.0,14.6
6,Ray Allen*,SG,22.0,MIL,82.0,82.0,3287.0,6.2,14.4,0.428,1.5,4.0,0.364,4.7,10.4,0.453,3.7,4.3,0.875,1.4,3.0,4.4,3.9,1.2,0.1,2.9,2.7,17.5
7,Derek Anderson,SF,23.0,CLE,66.0,13.0,1839.0,4.7,11.5,0.408,0.3,1.6,0.202,4.3,9.8,0.442,5.4,6.2,0.873,1.1,2.6,3.7,4.4,1.7,0.3,2.5,2.7,15.1
8,Greg Anderson,C,33.0,ATL,50.0,0.0,398.0,3.3,7.3,0.444,0.0,0.5,0.0,3.3,6.9,0.474,1.4,3.7,0.39,3.5,7.1,10.7,1.4,1.7,0.9,1.5,7.7,8.0
9,Kenny Anderson,PG,27.0,TOT,61.0,56.0,1858.0,5.2,13.1,0.398,1.1,3.1,0.356,4.1,10.0,0.411,3.0,3.8,0.789,0.8,2.6,3.4,6.7,1.7,0.0,2.8,2.6,14.5
10,Kenny Anderson,PG,27.0,POR,45.0,40.0,1472.0,5.0,12.9,0.387,1.1,3.3,0.353,3.8,9.6,0.398,2.7,3.5,0.772,0.9,2.4,3.3,6.0,1.5,0.0,2.8,2.4,13.9
11,Kenny Anderson,PG,27.0,BOS,16.0,16.0,386.0,6.0,13.7,0.435,0.9,2.5,0.37,5.0,11.2,0.45,3.8,4.6,0.837,0.3,3.4,3.6,9.3,2.4,0.0,2.7,3.4,16.7
12,Nick Anderson,SF,30.0,ORL,58.0,44.0,1701.0,7.3,16.0,0.455,1.6,4.5,0.36,5.6,11.4,0.493,2.7,4.2,0.638,2.1,4.2,6.3,2.5,1.5,0.5,1.8,2.1,18.8
13,Shandon Anderson,SG,24.0,UTA,82.0,2.0,1602.0,6.0,11.2,0.538,0.2,0.7,0.219,5.9,10.5,0.56,3.1,4.2,0.735,1.9,3.2,5.1,2.0,1.5,0.4,2.0,3.3,15.3
14,Chris Anstey,C,23.0,DAL,41.0,8.0,680.0,4.9,12.2,0.398,0.2,0.8,0.188,4.7,11.4,0.414,2.8,3.9,0.716,2.8,5.5,8.3,1.9,1.6,1.4,2.2,5.0,12.7
15,Greg Anthony,PG,30.0,SEA,80.0,0.0,1021.0,5.3,12.3,0.43,2.3,5.6,0.415,3.0,6.7,0.442,1.9,2.8,0.663,0.6,3.3,3.9,7.2,2.3,0.1,3.2,3.4,14.8
16,B.J. Armstrong,PG,30.0,TOT,66.0,0.0,831.0,4.5,9.2,0.493,0.4,1.5,0.257,4.2,7.7,0.539,1.8,2.2,0.84,0.7,2.6,3.3,6.5,1.3,0.0,1.8,3.2,11.3
17,B.J. Armstrong,PG,30.0,GSW,4.0,0.0,59.0,3.7,11.6,0.316,0.0,0.6,0.0,3.7,11.0,0.333,3.1,4.3,0.714,2.4,1.8,4.3,3.7,2.4,0.0,4.3,3.7,10.4
18,B.J. Armstrong,PG,30.0,CHH,62.0,0.0,772.0,4.6,9.0,0.51,0.4,1.6,0.265,4.2,7.5,0.563,1.7,2.0,0.86,0.6,2.7,3.2,6.7,1.2,0.0,1.6,3.2,11.4
19,Darrell Armstrong,PG,29.0,ORL,48.0,17.0,1236.0,4.5,11.1,0.411,0.7,2.0,0.368,3.8,9.1,0.42,3.1,3.6,0.854,1.9,2.7,4.6,6.9,1.7,0.1,3.3,2.8,12.9
20,Vincent Askew,SG,31.0,POR,30.0,5.0,443.0,1.5,4.4,0.352,0.0,0.2,0.0,1.5,4.2,0.365,2.3,3.2,0.718,1.7,3.8,5.5,3.1,1.5,0.4,2.8,3.2,5.4
21,Keith Askins,SF,30.0,MIA,46.0,12.0,681.0,2.1,6.4,0.32,1.1,3.9,0.284,1.0,2.5,0.375,0.6,1.0,0.632,1.5,3.9,5.3,1.5,1.4,0.6,1.4,5.7,5.9
22,Stacey Augmon,SG,29.0,POR,71.0,23.0,1445.0,3.8,9.3,0.414,0.0,0.2,0.143,3.8,9.1,0.419,2.3,3.9,0.603,2.6,3.3,5.9,2.2,1.4,0.8,2.0,3.6,10.0
23,Isaac Austin,C,28.0,TOT,78.0,50.0,2266.0,6.5,13.8,0.466,0.0,0.1,0.0,6.5,13.7,0.47,3.9,5.8,0.669,3.2,5.7,8.8,2.8,1.0,0.9,3.3,3.7,16.8
24,Isaac Austin,C,28.0,MIA,52.0,25.0,1371.0,6.6,14.0,0.474,0.0,0.1,0.0,6.6,13.9,0.476,4.1,6.0,0.68,3.1,5.5,8.7,2.3,1.1,0.9,3.1,4.3,17.3
25,Isaac Austin,C,28.0,LAC,26.0,25.0,895.0,6.2,13.6,0.454,0.0,0.2,0.0,6.2,13.4,0.461,3.5,5.4,0.652,3.2,5.9,9.1,3.5,0.7,0.9,3.6,2.8,15.9
26,Vin Baker,C,26.0,SEA,82.0,82.0,2944.0,7.7,14.2,0.542,0.0,0.1,0.143,7.7,14.1,0.545,3.8,6.4,0.591,3.5,4.5,8.0,1.9,1.1,1.1,2.1,3.4,19.2
27,Charles Barkley*,PF,34.0,HOU,68.0,41.0,2243.0,5.8,11.9,0.485,0.3,1.3,0.214,5.5,10.6,0.52,4.8,6.4,0.746,3.9,8.9,12.7,3.5,1.1,0.4,2.4,3.0,16.6
29,Dana Barros,PG,30.0,BOS,80.0,15.0,1686.0,6.0,13.0,0.461,2.1,5.3,0.407,3.9,7.8,0.499,2.6,3.1,0.847,0.6,2.7,3.3,6.1,1.8,0.1,2.3,2.6,16.7
30,Brent Barry,SG,26.0,TOT,58.0,36.0,1600.0,4.8,11.4,0.421,2.0,5.2,0.393,2.8,6.2,0.444,2.6,3.0,0.858,0.7,3.2,3.8,3.4,1.4,0.6,2.3,2.7,14.2
31,Brent Barry,SG,26.0,LAC,41.0,36.0,1341.0,5.1,11.9,0.428,2.1,5.2,0.4,3.0,6.7,0.45,2.8,3.3,0.844,0.7,3.1,3.8,3.5,1.3,0.6,2.6,2.4,15.1
32,Brent Barry,SG,26.0,MIA,17.0,0.0,259.0,3.2,8.6,0.371,1.7,4.7,0.353,1.5,3.9,0.393,1.7,1.7,1.0,0.3,3.6,3.9,2.9,1.9,0.6,1.3,4.2,9.7
33,Drew Barry,PG,24.0,ATL,27.0,0.0,256.0,2.5,5.3,0.474,1.3,3.0,0.429,1.3,2.4,0.529,1.5,1.8,0.846,0.7,4.2,4.9,6.9,1.4,0.1,4.2,3.9,7.9
34,Jon Barry,SG,28.0,LAL,49.0,1.0,374.0,3.7,10.0,0.365,1.7,5.9,0.295,1.9,4.1,0.465,2.6,2.8,0.931,0.8,2.8,3.6,4.9,2.3,0.3,2.1,3.2,11.6
35,Tony Battie,PF,21.0,DEN,65.0,49.0,1506.0,5.6,12.5,0.446,0.1,0.3,0.214,5.5,12.2,0.452,1.7,2.5,0.702,3.3,5.1,8.4,1.4,1.3,1.6,2.3,4.8,13.0
36,Corey Beck,PG,26.0,CHH,59.0,14.0,738.0,3.6,7.8,0.459,0.1,0.2,0.5,3.5,7.6,0.458,2.1,2.9,0.729,1.3,3.1,4.4,4.8,1.6,0.3,3.4,4.9,9.3
37,Benoit Benjamin,C,33.0,PHI,14.0,0.0,197.0,4.0,7.5,0.537,0.0,0.0,0.0,4.0,7.5,0.537,3.5,5.5,0.633,3.3,6.4,9.7,0.5,0.7,0.7,2.2,4.8,11.5
38,Mario Bennett,PF,24.0,LAL,45.0,4.0,354.0,8.1,13.7,0.593,0.1,0.2,0.5,8.0,13.5,0.594,1.6,4.5,0.364,6.1,6.7,12.8,1.8,1.9,1.1,2.1,6.2,18.0
